Fecha,Hidráulica,Eólica,Solar fotovoltaica,Solar térmica,Hidroeólica,Otras renovables,Residuos renovables,Generación renovable,Turbinación bombeo,Nuclear,Ciclo combinado,Carbón,Motores diésel,Turbina de gas,Turbina de vapor,Fuel + Gas,Cogeneración,Residuos no renovables,Generación no renovable,Consumos en bombeo,Importación Francia,Importación Portugal,Importación Marruecos,Importación Andorra,Exportación Francia,Exportación Portugal,Exportación Marruecos,Exportación Andorra,Saldo I. internacionales,Demanda
2016-01-01,31.642298,202.916119,9.021566,0.6955520000000001,0.011714,7.543142,1.7548050000000002,253.585196,9.886914,169.843416,61.174055,30.064305,8.304632,1.5012699999999999,6.071229000000001,0.0,44.030379,4.525335,335.401535,-53.021676,29.890971,24.302611000000002,0.0,0.0,-7.159424,-16.687552,-16.1786,-0.7988099999999999,13.369196,549.334251
2016-01-02,35.55452,235.80459,12.635816,1.2600930000000001,0.013571999999999999,7.8763320000000006,1.6131099999999998,294.75803299999995,24.261468,169.614296,56.294847999999995,32.070636,8.63533,1.718746,7.3397120000000005,0.0,53.24926,4.571301999999999,357.7555980000001,-34.264031,42.084956,7.919194,0.0,0.0,-5.691097,-32.234349,-15.123899999999999,-0.83348,-3.878676,614.370924
2016-01-03,35.920392,311.377459,5.096597,0.095938,0.020916,7.565244,1.6629085,361.7394545000001,12.502102,164.994879,51.333835,27.063031,8.490337,1.6167349999999998,6.738157,0.0,55.824966999999994,5.5689755,334.1330185,-50.238192000000005,11.973094999999999,12.855714,0.0,0.0,-17.314877,-18.031487000000002,-14.441,-0.9477000000000001,-25.906255,619.728026
2016-01-04,65.278775,258.51087,4.849798,0.06991599999999999,0.028387,7.953584,2.1333189999999997,338.824649,30.484419999999997,145.85929800000002,59.893786,41.51132,8.897895,2.24207,7.886107,0.0,64.904942,5.928204,367.608042,-18.665423999999998,24.917999,30.772149000000002,0.0238,0.0,-17.294329,-6.868640999999999,-13.6651,-0.6865399999999999,17.199338,704.966605
2016-01-05,79.728796,290.893912,12.562126000000001,1.4328720000000001,0.033796999999999994,7.944636999999999,2.4745605,395.0707005,20.729332,146.050955,50.045608,43.830176,8.740527,2.086604,7.909799,0.0,66.781178,6.2877865,352.4619655,-24.183951,1.194112,36.379925,0.0,0.0,-39.532737000000004,-2.540926,-16.638,-0.8241799999999999,-21.961806,701.386909
2016-01-06,69.27842999999999,332.164685,9.768777,0.917323,0.039872,7.600895,2.458366,422.2283479999999,16.638264,146.251226,41.488108,31.306085,8.092825,1.594318,5.869221,0.0,58.167111,6.034459,315.44161699999995,-42.406935,0.0,14.333297,0.0,0.0,-53.26889499999999,-20.548198,-15.0385,-0.74666,-75.268956,619.9940740000001
2016-01-07,77.177472,323.607697,7.452004,0.26122300000000004,0.028624,6.783295,2.404066,417.714381,22.467144,146.177921,43.911322,35.82121,8.784295,2.5219940000000003,7.838543,0.0,67.953583,6.1987380000000005,341.67475,-28.02324,8.888005,52.634747000000004,0.0,0.0,-23.646253,-1.827452,-17.268900000000002,-0.85119,17.928956999999997,749.294848
2016-01-08,98.65692299999999,256.750307,9.84983,0.9845510000000001,0.010611,7.1946319999999995,2.4090935,375.85594749999996,20.954458,146.141351,43.283561,40.077691,8.761572,2.271737,7.9457640000000005,0.0,69.81783,6.3212675,345.5752315,-28.496133999999998,26.06896,62.419436000000005,0.0,0.0,-12.147862,-0.059181,-18.2716,-0.78452,57.225233,750.1602780000001
2016-01-09,95.620813,284.685451,11.98962,1.505398,0.0005290000000000001,7.337157,2.3565765,403.49554449999994,10.572794,146.275578,40.113828999999996,31.741152999999997,8.582619000000001,1.739196,7.633533000000001,0.0,63.444497000000005,6.5845744999999996,316.6877735,-42.427978,2.4663380000000004,53.684872999999996,0.0,0.0,-31.143,-1.049224,-15.6662,-0.9477899999999999,7.344997,685.100337
2016-01-10,101.26628699999999,306.072641,8.004997,0.417145,0.0050279999999999995,6.52463,2.0166695,424.30739750000004,10.639933000000001,146.385879,35.752824000000004,21.548364000000003,8.386059,1.522307,6.907134,0.0,53.888829,6.7691665,291.80049549999995,-50.191722999999996,1.4999999999999999e-05,50.555525,0.0,0.0,-53.292345000000005,-1.498596,-12.0534,-0.91275,-17.201551,648.7146190000001
2016-01-11,135.58192000000003,332.003497,10.092853999999999,0.066666,0.002714,6.8587240000000005,1.883779,486.49015399999996,8.467675,146.14921900000002,43.996257,26.536141999999998,8.717486000000001,2.056047,7.810676,0.0,63.223464,6.48043,313.43739600000004,-37.868061999999995,6.060516,47.41418,0.0288,0.0,-39.729839,-3.1526750000000003,-10.6004,-0.57532,-0.5547380000000001,761.50475
2016-01-12,154.945338,190.179849,17.585776000000003,4.150808,0.008362,7.907984000000001,1.9271655,376.7052825,18.311014,146.54078,67.15683,70.558034,8.614244000000001,2.357922,7.959351,0.0,71.742987,6.6711725,399.9123345,-32.750178,33.078235,36.882209,0.0109,0.0,-13.315933999999999,-7.114702,-13.7019,-0.8149400000000001,35.023868,778.891307
2016-01-13,153.978781,133.453137,15.922960999999999,3.517997,0.010024,8.210813,2.004325,317.0980379999999,17.777024,144.32806,71.915081,97.067929,8.727029,2.5689569999999997,7.932237,0.0,75.659785,6.490228,432.4663300000001,-27.101716,37.064448,59.873781,0.0152,0.0,-5.353149999999999,-5.950848,-12.1727,-0.8516699999999999,72.625061,795.087713
2016-01-14,153.811636,180.45152900000002,6.627143,0.29766699999999996,0.013785,8.833645,1.978512,352.013917,18.897225,146.671505,86.394479,98.936386,8.647126,2.619422,7.8740190000000005,0.0,74.58726399999999,6.429637,451.05706299999997,-33.50475,11.328121999999999,61.884425,0.0,0.0,-21.499659,-4.610472,-13.4131,-0.8281499999999999,32.861166,802.4273959999999
2016-01-15,148.797576,208.159877,11.732003,2.169009,0.00404,9.512992,1.9891459999999999,382.36464300000006,11.685083,146.529524,70.783595,85.8214,8.572375,2.3362220000000002,8.111763,0.0,75.697192,6.446789,415.98394299999995,-31.982188999999998,7.0894889999999995,58.516156,0.031,0.0,-21.262612,-2.4402199999999996,-10.6292,-0.8248,30.479813,796.8462099999999
